,Song Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
78,Murder On My Mind,YNW Melly,0.759,0.73,0.0,-7.985,0.0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,audio_features,7eBqSVxrzQZtK2mmgRG6lC,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC,https://api.spotify.com/v1/audio-analysis/7eBqSVxrzQZtK2mmgRG6lC,268434.0,4.0
79,My Type,Saweetie,0.899,0.811,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.587,105.038,audio_features,5KBARWIxeMGkvUax9VtVC9,spotify:track:5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/tracks/5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/audio-analysis/5KBARWIxeMGkvUax9VtVC9,126446.0,4.0
80,THERE HE GO,DaBaby,0.836,0.747,1.0,-3.368,0.0,0.136,0.339,0.0,0.0739,0.758,84.435,audio_features,0pegcONe6MuDQRoPCtCBRf,spotify:track:0pegcONe6MuDQRoPCtCBRf,https://api.spotify.com/v1/tracks/0pegcONe6MuDQRoPCtCBRf,https://api.spotify.com/v1/audio-analysis/0pegcONe6MuDQRoPCtCBRf,143296.0,4.0
81,I'm Gonna Be,Post Malone,0.746,0.559,5.0,-4.008,1.0,0.0316,0.703,0.0,0.148,0.368,117.943,audio_features,1ckLp8lCl8LipXI0ypX72m,spotify:track:1ckLp8lCl8LipXI0ypX72m,https://api.spotify.com/v1/tracks/1ckLp8lCl8LipXI0ypX72m,https://api.spotify.com/v1/audio-analysis/1ckLp8lCl8LipXI0ypX72m,200680.0,4.0
82,EARFQUAKE,"Tyler, The Creator",0.554,0.498,9.0,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067.0,4.0
83,Hot Shower,Chance the Rapper,0.897,0.522,2.0,-7.578,1.0,0.374,0.0016,0.0,0.0554,0.623,149.986,audio_features,00ko9WaS4jOX1kEk3gvHjf,spotify:track:00ko9WaS4jOX1kEk3gvHjf,https://api.spotify.com/v1/tracks/00ko9WaS4jOX1kEk3gvHjf,https://api.spotify.com/v1/audio-analysis/00ko9WaS4jOX1kEk3gvHjf,225924.0,4.0
84,Sanguine Paradise,Lil Uzi Vert,0.729,0.603,6.0,-6.736,0.0,0.0666,0.0948,0.0,0.113,0.207,134.972,audio_features,3XiNC94b4Tq1xwv70sQJGN,spotify:track:3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/tracks/3XiNC94b4Tq1xwv70sQJGN,https://api.spotify.com/v1/audio-analysis/3XiNC94b4Tq1xwv70sQJGN,243976.0,4.0
85,when the party's over,Billie Eilish,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,audio_features,43zdsphuZLzwA9k4DJhU0I,spotify:track:43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,196077.0,4.0
86,Lucid Dreams,Juice WRLD,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836.0,4.0
87,lovely (with Khalid),Billie Eilish,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186.0,4.0
88,Allergic,Post Malone,0.665,0.741,0.0,-3.694,1.0,0.0787,0.154,3.02e-05,0.345,0.57,144.968,audio_features,1YscJ7yVTlFxW3eF6pv5ba,spotify:track:1YscJ7yVTlFxW3eF6pv5ba,https://api.spotify.com/v1/tracks/1YscJ7yVTlFxW3eF6pv5ba,https://api.spotify.com/v1/audio-analysis/1YscJ7yVTlFxW3eF6pv5ba,156893.0,4.0
89,Callaita,Bad Bunny,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,audio_features,2TH65lNHgvLxCKXM3apjxI,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534.0,4.0
90,Ballin' (feat. Roddy Ricch),Mustard,0.809,0.545,7.0,-6.678,1.0,0.0735,0.392,0.0,0.151,0.244,97.008,audio_features,3QzAOrNlsabgbMwlZt7TAY,spotify:track:3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/tracks/3QzAOrNlsabgbMwlZt7TAY,https://api.spotify.com/v1/audio-analysis/3QzAOrNlsabgbMwlZt7TAY,180435.0,4.0
91,Valentino,24kGoldn,0.745,0.718,9.0,-4.853,0.0,0.183,0.197,0.0,0.134,0.539,151.097,audio_features,0c7K73roy6RW4ebDkf4yGh,spotify:track:0c7K73roy6RW4ebDkf4yGh,https://api.spotify.com/v1/tracks/0c7K73roy6RW4ebDkf4yGh,https://api.spotify.com/v1/audio-analysis/0c7K73roy6RW4ebDkf4yGh,179133.0,4.0
92,Takeaway,The Chainsmokers,0.294,0.505,3.0,-8.106,1.0,0.042,0.12,0.0,0.0977,0.357,85.332,audio_features,6wo37KVqFJhtuxPTpLCcfe,spotify:track:6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/tracks/6wo37KVqFJhtuxPTpLCcfe,https://api.spotify.com/v1/audio-analysis/6wo37KVqFJhtuxPTpLCcfe,209893.0,1.0
93,Envy Me,Calboy,0.556,0.481,11.0,-7.663,1.0,0.313,0.282,0.0,0.216,0.581,149.025,audio_features,05t7JMip6JrLuSrMV5yYjX,spotify:track:05t7JMip6JrLuSrMV5yYjX,https://api.spotify.com/v1/tracks/05t7JMip6JrLuSrMV5yYjX,https://api.spotify.com/v1/audio-analysis/05t7JMip6JrLuSrMV5yYjX,120137.0,4.0
94,Good Thing (with Kehlani),Zedd,0.693,0.564,1.0,-3.857,0.0,0.0378,0.399,0.0,0.0409,0.574,185.913,audio_features,5aUSEPNd3m5xliFK4pn5mU,spotify:track:5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/tracks/5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/audio-analysis/5aUSEPNd3m5xliFK4pn5mU,210901.0,3.0
95,Staring At The Sun (feat. SZA),Post Malone,0.724,0.772,6.0,-4.389,0.0,0.184,0.248,0.0,0.308,0.347,95.074,audio_features,5KE9b4x7Zj2A8XtbkqhqTe,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/tracks/5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/audio-analysis/5KE9b4x7Zj2A8XtbkqhqTe,168280.0,4.0
96,Slide Away,Miley Cyrus,0.53,0.538,5.0,-6.672,1.0,0.0335,0.17,2.83e-06,0.248,0.288,148.051,audio_features,44ADyYoY5liaRa3EOAl4uf,spotify:track:44ADyYoY5liaRa3EOAl4uf,https://api.spotify.com/v1/tracks/44ADyYoY5liaRa3EOAl4uf,https://api.spotify.com/v1/audio-analysis/44ADyYoY5liaRa3EOAl4uf,233654.0,4.0
97,Cash Shit (feat. DaBaby),Megan Thee Stallion,0.921,0.635,1.0,-4.904,1.0,0.416,0.0218,0.0,0.0946,0.549,130.028,audio_features,2rMAtCaTj16NptyVfEIeAC,spotify:track:2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/tracks/2rMAtCaTj16NptyVfEIeAC,https://api.spotify.com/v1/audio-analysis/2rMAtCaTj16NptyVfEIeAC,192540.0,4.0
98,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,0.806,0.558,9.0,-6.46,1.0,0.0683,0.482,0.0,0.0618,0.678,95.016,audio_features,322tcqPhma7F6hfCeLisx0,spotify:track:322tcqPhma7F6hfCeLisx0,https://api.spotify.com/v1/tracks/322tcqPhma7F6hfCeLisx0,https://api.spotify.com/v1/audio-analysis/322tcqPhma7F6hfCeLisx0,198973.0,4.0
99,rockstar (feat. 21 Savage),Post Malone,0.587,0.535,5.0,-6.09,0.0,0.0898,0.117,6.56e-05,0.131,0.14,159.847,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147.0,4.0
100,7 rings,Ariana Grande,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627.0,4.0
101,Better,Khalid,0.596,0.552,0.0,-10.278,0.0,0.097,0.0765,0.334,0.104,0.112,97.949,audio_features,6zeeWid2sgw4lap2jV61PZ,spotify:track:6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/tracks/6zeeWid2sgw4lap2jV61PZ,https://api.spotify.com/v1/audio-analysis/6zeeWid2sgw4lap2jV61PZ,229320.0,4.0
102,Pure Water (with Migos),Mustard,0.682,0.559,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.137,202.015,audio_features,3j84U36KvLeXNDPv4t5pI8,spotify:track:3j84U36KvLeXNDPv4t5pI8,https://api.spotify.com/v1/tracks/3j84U36KvLeXNDPv4t5pI8,https://api.spotify.com/v1/audio-analysis/3j84U36KvLeXNDPv4t5pI8,192471.0,4.0
103,Better Now,Post Malone,0.68,0.563,10.0,-5.843,1.0,0.0454,0.354,0.0,0.136,0.374,145.028,audio_features,7dt6x5M1jzdTEt8oCbisTK,spotify:track:7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,231267.0,4.0
105,Speechless,Dan + Shay,0.616,0.438,1.0,-5.968,1.0,0.0298,0.356,0.0,0.24,0.386,135.929,audio_features,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,213387.0,4.0
106,Sucker,Jonas Brothers,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,4y3OI86AEP6PQoDE6olYhO,spotify:track:4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,181040.0,4.0
107,Shots,Lil Tecca,0.829,0.582,7.0,-5.721,0.0,0.0415,0.525,0.0,0.0759,0.51,108.028,audio_features,6eSU1exzDvBEXmBRxspeh5,spotify:track:6eSU1exzDvBEXmBRxspeh5,https://api.spotify.com/v1/tracks/6eSU1exzDvBEXmBRxspeh5,https://api.spotify.com/v1/audio-analysis/6eSU1exzDvBEXmBRxspeh5,109373.0,4.0
108,Goin Baby,DaBaby,0.755,0.772,6.0,-5.585,1.0,0.4,0.128,0.0,0.157,0.678,132.906,audio_features,3WyRgi8CzQnhzO0xw79tTS,spotify:track:3WyRgi8CzQnhzO0xw79tTS,https://api.spotify.com/v1/tracks/3WyRgi8CzQnhzO0xw79tTS,https://api.spotify.com/v1/audio-analysis/3WyRgi8CzQnhzO0xw79tTS,141827.0,4.0
109,Happier,Marshmello,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290.0,4.0
110,Robbery,Juice WRLD,0.685,0.692,2.0,-5.122,1.0,0.0457,0.328,0.0,0.153,0.578,159.966,audio_features,6Hj9jySrnFppAI0sEMCZpJ,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,https://api.spotify.com/v1/audio-analysis/6Hj9jySrnFppAI0sEMCZpJ,240051.0,5.0
111,China,Anuel AA,0.786,0.808,7.0,-3.702,1.0,0.0882,0.0846,0.000289,0.0822,0.609,105.027,audio_features,2ksOAxtIxY8yElEWw8RhgK,spotify:track:2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/tracks/2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/audio-analysis/2ksOAxtIxY8yElEWw8RhgK,301714.0,4.0
112,Juice,Lizzo,0.767,0.889,7.0,-2.988,1.0,0.0963,0.00611,0.0,0.402,0.843,119.93,audio_features,0k664IuFwVP557Gnx7RhIl,spotify:track:0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/tracks/0k664IuFwVP557Gnx7RhIl,https://api.spotify.com/v1/audio-analysis/0k664IuFwVP557Gnx7RhIl,195145.0,4.0
113,If I Can't Have You,Shawn Mendes,0.692,0.809,2.0,-4.198,1.0,0.0602,0.524,0.0,0.147,0.864,123.911,audio_features,6LsAAHotRLMOHfCsSfYCsz,spotify:track:6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/tracks/6LsAAHotRLMOHfCsSfYCsz,https://api.spotify.com/v1/audio-analysis/6LsAAHotRLMOHfCsSfYCsz,190800.0,4.0
114,LA CANCIÓN,J Balvin,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573.0,4.0
115,Teeth,5 Seconds of Summer,0.755,0.448,3.0,-2.993,0.0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,audio_features,1JRK7srBWUtAW7dPabKBwJ,spotify:track:1JRK7srBWUtAW7dPabKBwJ,https://api.spotify.com/v1/tracks/1JRK7srBWUtAW7dPabKBwJ,https://api.spotify.com/v1/audio-analysis/1JRK7srBWUtAW7dPabKBwJ,204887.0,4.0
116,SAD!,XXXTENTACION,0.74,0.613,8.0,-4.88,1.0,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,spotify:track:3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/tracks/3ee8Jmje8o58CHK66QrVC2,https://api.spotify.com/v1/audio-analysis/3ee8Jmje8o58CHK66QrVC2,166606.0,4.0
118,I Fall Apart,Post Malone,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347.0,4.0
119,Baby Sitter (feat. Offset),DaBaby,0.852,0.73,1.0,-5.803,1.0,0.0579,0.0219,0.0,0.336,0.394,92.506,audio_features,7f1zjZG77S891Uv4O68yfk,spotify:track:7f1zjZG77S891Uv4O68yfk,https://api.spotify.com/v1/tracks/7f1zjZG77S891Uv4O68yfk,https://api.spotify.com/v1/audio-analysis/7f1zjZG77S891Uv4O68yfk,157693.0,4.0
120,Beautiful Crazy,Luke Combs,0.552,0.402,11.0,-7.431,1.0,0.0262,0.676,0.0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200.0,4.0
121,goosebumps,Travis Scott,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837.0,4.0
122,Myself,Post Malone,0.476,0.701,0.0,-4.234,1.0,0.0349,0.102,0.0,0.242,0.405,163.882,audio_features,2cvOfKHOHgwQlLiuLKP2xR,spotify:track:2cvOfKHOHgwQlLiuLKP2xR,https://api.spotify.com/v1/tracks/2cvOfKHOHgwQlLiuLKP2xR,https://api.spotify.com/v1/audio-analysis/2cvOfKHOHgwQlLiuLKP2xR,158120.0,4.0
123,Daddy (feat. Rich The Kid),Blueface,0.869,0.59,11.0,-8.214,1.0,0.257,0.07,0.0,0.236,0.479,107.934,audio_features,4hanO6Du5J7QEguNHYZHmw,spotify:track:4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/tracks/4hanO6Du5J7QEguNHYZHmw,https://api.spotify.com/v1/audio-analysis/4hanO6Du5J7QEguNHYZHmw,151147.0,4.0
124,Whiskey Glasses,Morgan Wallen,0.614,0.68,6.0,-4.58,1.0,0.0289,0.369,1.84e-06,0.115,0.707,149.959,audio_features,6foY66mWZN0pSRjZ408c00,spotify:track:6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347.0,4.0
125,Paradise,Bazzi,0.844,0.644,11.0,-6.273,0.0,0.0479,0.0828,0.0,0.113,0.591,122.061,audio_features,0Rx0DJI556Ix5gBny6EWmn,spotify:track:0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/tracks/0Rx0DJI556Ix5gBny6EWmn,https://api.spotify.com/v1/audio-analysis/0Rx0DJI556Ix5gBny6EWmn,169038.0,4.0
126,Without Me,Halsey,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,5p7ujcrUXASCNwRaWNHR1C,spotify:track:5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,201661.0,4.0
127,Higher Love,Kygo,0.693,0.678,8.0,-7.159,1.0,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,spotify:track:6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267.0,4.0
128,Baby Birkin,Gunna,0.848,0.649,2.0,-6.083,1.0,0.315,0.232,0.0,0.101,0.629,118.04,audio_features,0BOmhToQ03yOdpzYKMEnAg,spotify:track:0BOmhToQ03yOdpzYKMEnAg,https://api.spotify.com/v1/tracks/0BOmhToQ03yOdpzYKMEnAg,https://api.spotify.com/v1/audio-analysis/0BOmhToQ03yOdpzYKMEnAg,181948.0,4.0
129,Juicy,Doja Cat,0.77,0.697,0.0,-2.644,1.0,0.0607,0.0817,0.0,0.0663,0.428,170.084,audio_features,4cTm3Ev9bUvy4ChJjB1nhl,spotify:track:4cTm3Ev9bUvy4ChJjB1nhl,https://api.spotify.com/v1/tracks/4cTm3Ev9bUvy4ChJjB1nhl,https://api.spotify.com/v1/audio-analysis/4cTm3Ev9bUvy4ChJjB1nhl,199587.0,4.0
130,"Go Loko (feat. Tyga, Jon Z)",YG,0.88,0.67,2.0,-5.177,1.0,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,audio_features,1kK6DwzyXJSp58u5HYWwuD,spotify:track:1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/tracks/1kK6DwzyXJSp58u5HYWwuD,https://api.spotify.com/v1/audio-analysis/1kK6DwzyXJSp58u5HYWwuD,299227.0,4.0
131,Jocelyn Flores,XXXTENTACION,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133.0,4.0
132,Feelings,Lauv,0.694,0.466,9.0,-6.758,1.0,0.0384,0.0934,0.0,0.098,0.246,103.018,audio_features,0y675KDleCZEudjoeL1sQQ,spotify:track:0y675KDleCZEudjoeL1sQQ,https://api.spotify.com/v1/tracks/0y675KDleCZEudjoeL1sQQ,https://api.spotify.com/v1/audio-analysis/0y675KDleCZEudjoeL1sQQ,189613.0,4.0
133,Look Back at It,A Boogie Wit da Hoodie,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,audio_features,3Ol2xnObFdKV9pmRD2t9x8,spotify:track:3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/tracks/3Ol2xnObFdKV9pmRD2t9x8,https://api.spotify.com/v1/audio-analysis/3Ol2xnObFdKV9pmRD2t9x8,179449.0,4.0
134,No Me Conoce - Remix,Jhay Cortez,0.794,0.79,10.0,-3.855,0.0,0.0599,0.144,0.0,0.0893,0.577,91.984,audio_features,7rknFhrVDyxzTJkPSf7LoW,spotify:track:7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/tracks/7rknFhrVDyxzTJkPSf7LoW,https://api.spotify.com/v1/audio-analysis/7rknFhrVDyxzTJkPSf7LoW,307547.0,4.0
135,Graduation (with Juice WRLD),benny blanco,0.731,0.65,0.0,-5.286,1.0,0.271,0.107,0.0,0.124,0.605,154.968,audio_features,6cjSh516BbrNUs213jDAGm,spotify:track:6cjSh516BbrNUs213jDAGm,https://api.spotify.com/v1/tracks/6cjSh516BbrNUs213jDAGm,https://api.spotify.com/v1/audio-analysis/6cjSh516BbrNUs213jDAGm,177847.0,4.0
136,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,0.61,0.83,0.0,-4.105,1.0,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000.0,4.0
137,Noticed,Lil Mosey,0.699,0.558,11.0,-7.622,1.0,0.0603,0.462,0.0,0.116,0.493,79.992,audio_features,7zLYKWcXnYeHHWidalz7rj,spotify:track:7zLYKWcXnYeHHWidalz7rj,https://api.spotify.com/v1/tracks/7zLYKWcXnYeHHWidalz7rj,https://api.spotify.com/v1/audio-analysis/7zLYKWcXnYeHHWidalz7rj,165000.0,4.0
138,Moonlight,XXXTENTACION,0.921,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090.0,4.0
139,Ride It,Regard,0.893,0.748,7.0,-4.299,0.0,0.0821,0.272,1.62e-05,0.093,0.867,117.958,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157605.0,4.0
140,The Bones,Maren Morris,0.612,0.57,11.0,-6.642,0.0,0.0347,0.279,0.0,0.0963,0.335,77.004,audio_features,3npzogdOEiVsieXmmhBepL,spotify:track:3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/tracks/3npzogdOEiVsieXmmhBepL,https://api.spotify.com/v1/audio-analysis/3npzogdOEiVsieXmmhBepL,197293.0,4.0
141,"thank u, next",Ariana Grande,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0
142,i love you,Billie Eilish,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,6CcJMwBtXByIz4zQLzFkKc,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796.0,4.0
143,Mood Swings,A Boogie Wit da Hoodie,0.943,0.664,4.0,-5.952,0.0,0.106,0.235,5.84e-06,0.112,0.93,120.051,audio_features,2xE16muNCmhZwSOv3i1d1H,spotify:track:2xE16muNCmhZwSOv3i1d1H,https://api.spotify.com/v1/tracks/2xE16muNCmhZwSOv3i1d1H,https://api.spotify.com/v1/audio-analysis/2xE16muNCmhZwSOv3i1d1H,156893.0,4.0
144,I Know,Post Malone,0.666,0.603,1.0,-5.671,1.0,0.0763,0.497,0.0,0.112,0.262,102.94,audio_features,6b2mfHMqWCA74XmUuVJm8r,spotify:track:6b2mfHMqWCA74XmUuVJm8r,https://api.spotify.com/v1/tracks/6b2mfHMqWCA74XmUuVJm8r,https://api.spotify.com/v1/audio-analysis/6b2mfHMqWCA74XmUuVJm8r,141413.0,4.0
145,a lot,21 Savage,0.837,0.636,1.0,-7.643,1.0,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624.0,4.0
146,Self Control,YoungBoy Never Broke Again,0.82,0.697,6.0,-7.296,0.0,0.378,0.0349,0.0,0.197,0.629,154.992,audio_features,6kyT7ubem08Egg9a8f77OL,spotify:track:6kyT7ubem08Egg9a8f77OL,https://api.spotify.com/v1/tracks/6kyT7ubem08Egg9a8f77OL,https://api.spotify.com/v1/audio-analysis/6kyT7ubem08Egg9a8f77OL,185866.0,4.0
